date,winner,loser
2025-04-17,Chinggis Warriors,Gods Reign
2025-04-17,GTZ,Metizport
2025-04-17,Lycus Empire,Chicken Coop
2025-04-17,NRG,BOSS
2025-04-18,Nexus,GTZ
2025-04-18,BetBoom,LA MASIA
2025-04-18,NomadS,KZG
2025-04-18,9 Pandas,ECLOT
2025-04-18,9 Pandas,GUN5
2025-04-18,Metizport,ENCE
2025-04-18,Rare Atom,Reverse Sweep
2025-04-18,Spirit Academy,GTZ
2025-04-18,ENCE,Spirit Academy
2025-04-18,CYBERSHOKE,TNL
2025-04-18,FUT,ECLOT
2025-04-18,BetBoom,ENCE
2025-04-18,FUT,Partizan
2025-04-18,BOSS,Supernova Comets
2025-04-18,Spirit Academy,LA MASIA
2025-04-18,BetBoom,GTZ
2025-04-18,Iberian Soul,ECSTATIC
2025-04-18,JERSA,MIGHT
2025-04-18,Chinggis Warriors,GATERON
2025-04-18,ECLOT,GUN5
2025-04-18,Partizan,GUN5
2025-04-18,Spirit Academy,Metizport
2025-04-18,NAVI Junior,ECLOT
2025-04-18,LOBOARMY,MIGHT
2025-04-18,Nexus,Metizport
2025-04-18,BLUEJAYS,Supernova Comets
2025-04-18,NAVI Junior,Partizan
2025-04-18,Nexus,LA MASIA
2025-04-18,Gentle Mates,ECSTATIC
2025-04-18,Nemiga,Partizan
2025-04-18,CYBERSHOKE,Inner Circle
2025-04-18,Exusiai,Kaleido
2025-04-18,Nemiga,9 Pandas
2025-04-18,BLUEJAYS,Shimmer
2025-04-18,Exusiai,NinJa
2025-04-19,Moneyball,Marsborne
2025-04-19,Change The Game,True Thunder
2025-04-19,Bad News Capybaras,Aether
2025-04-19,NinJa,The QUBE
2025-04-19,Bad News Capybaras,SUPER EVIL GANG
2025-04-19,Change The Game,Gods Reign
2025-04-19,GATERON,KZG
2025-04-19,Reverse Sweep,MANTRA
2025-04-19,BLUEJAYS,Marsborne
2025-04-19,Nouns,Marsborne
2025-04-19,PARIVISION,Fire Flux
2025-04-19,Chicken Coop,Aether
2025-04-19,ENCE,9 Pandas
2025-04-19,Nexus,JANO
2025-04-19,Reverse Sweep,FURY
2025-04-19,Kaleido,The QUBE
2025-04-19,ECLOT,Nexus
2025-04-20,Just Swing,XDM
2025-04-20,NOVAQ,SkyFury
2025-04-20,GamerLegion,3DMAX
2025-04-20,NAVI Junior,ENCE
2025-04-20,NAVI Junior,ECLOT
2025-04-20,Flshbck,Victores Sumus
2025-04-20,Flshbck,Ikari
2025-04-20,Victores Sumus,st4rboys
2025-04-20,BLUEJAYS,LFO 4
2025-04-20,BLUEJAYS,Arrival Seven
2025-04-20,SUPER EVIL GANG,LOBOARMY
2025-04-20,BLUEJAYS,Lycus Empire
2025-04-20,Aether,JERSA
2025-04-20,NomadS,Chinggis Warriors
2025-04-20,Rare Atom,The Art of War
2025-04-20,ECSTATIC,Eternal Fire
2025-04-20,The MongolZ,Passion UA
2025-04-20,ECSTATIC,Sangal
2025-04-20,BOSS,LFO 4
2025-04-20,NOVAQ,SKYFURY
2025-04-20,ENCE,BetBoom
2025-04-20,Rare Atom,Only One Word
2025-04-20,Marsborne,Wanted Goons
2025-04-20,FUT,ECLOT
2025-04-20,JiJieHao,Exusiai
2025-04-20,The MongolZ,Complexity
2025-04-20,FaZe,paiN
2025-04-20,FUT,ENCE
2025-04-21,Passion UA,paiN
2025-04-21,Natus Vincere,MIBR
2025-04-21,Vitality,FlyQuest
2025-04-21,3DMAX,BIG
2025-04-21,Getting Info,BLUEJAYS
2025-04-21,NAVI Junior,TNL
2025-04-21,The MongolZ,FaZe
2025-04-21,PARIVISION,Sashi
2025-04-21,Nexus,SINNERS
2025-04-21,MOUZ,GamerLegion
2025-04-21,MOUZ,BIG
2025-04-21,Complexity,paiN
2025-04-21,FUT,TNL
2025-04-21,FUT,Inner Circle
2025-04-21,Falcons,SAW
2025-04-21,Getting Info,BOSS
2025-04-21,Liquid,Virtus.pro
2025-04-21,Fire Flux,Monte
2025-04-22,Inner Circle,Nexus
2025-04-22,Liquid,MIBR
2025-04-22,MANA,9INE
2025-04-22,Fire Flux,NOVAQ
2025-04-22,Natus Vincere,FlyQuest
2025-04-22,Sashi,Sangal
2025-04-22,FlyQuest,Virtus.pro
2025-04-22,FUT,ECLOT
2025-04-22,Vitality,Liquid
2025-04-22,Sashi,Eternal Fire
2025-04-22,FaZe,3DMAX
2025-04-22,Nouns,Bad News Capybaras
2025-04-22,MIBR,SAW
2025-04-22,TNL,Nexus
2025-04-22,GamerLegion,Passion UA
2025-04-22,NAVI Junior,ECLOT
2025-04-22,GamerLegion,Complexity
2025-04-22,Moneyball,Bad News Capybaras
2025-04-22,ENCE,Maestro
2025-04-22,Kubix,9INE
2025-04-22,BLUEJAYS,Chicken Coop
2025-04-22,BLUEJAYS,Bad News Capybaras
2025-04-22,Falcons,Natus Vincere
2025-04-22,TPuDCATb TPu,GUN5
2025-04-22,RUSH B,GUN5
2025-04-23,GamerLegion,FaZe
2025-04-23,MOUZ,The MongolZ
2025-04-23,Liquid,Natus Vincere
2025-04-23,Vitality,Falcons
2025-04-23,Partizan,Nexus
2025-04-23,fnatic,CYBERSHOKE
2025-04-23,500,Imperial Valkyries
2025-04-23,777,Nordix
2025-04-23,Passion UA,Sashi
2025-04-23,Fisher College,Aether
2025-04-23,Fisher College,SUPER EVIL GANG
2025-04-24,HEROIC,BC.Game
2025-04-24,Maestro,CYBERSHOKE
2025-04-24,ECLOT,Imperial Valkyries
2025-04-24,Sashi,9INE
2025-04-24,Marsborne,Daaku
2025-04-24,Nordix,INFURITY
2025-04-24,B8,Partizan
2025-04-24,BetBoom,Wildcard
2025-04-24,Imperial,500
2025-04-24,GUN5,Nexus
2025-04-25,ENCE,500
2025-04-25,Only One Word,GATERON
2025-04-25,Change The Game,Exusiai
2025-04-25,Nordix,777
2025-04-25,ENCE Academy,ex-UHKA
2025-04-25,Falcons,GamerLegion
2025-04-25,Wildcard,500
2025-04-25,fnatic,Kubix
2025-04-25,RUSH B,Partizan
2025-04-25,The MongolZ,Liquid
2025-04-25,Passion UA,FUT
2025-04-25,Kaleido,XDM
2025-04-25,The Art of War,GATERON
2025-04-25,TPuDCATb TPu,Partizan
2025-04-25,BetBoom,Imperial
2025-04-25,HAVU,4 EYEZ
2025-04-25,fnatic,MANA
2025-04-25,ENCE Academy,CSDIILIT
2025-04-25,Passion UA,NAVI Junior
2025-04-25,Chinggis Warriors,Reverse Sweep
2025-04-25,Partizan,BC.Game
2025-04-25,NinJa,XDM
2025-04-25,B8,HEROIC
2025-04-26,Spirit Academy,NAVI Junior
2025-04-26,BOSS,Chicken Coop
2025-04-26,HEROIC,Partizan
2025-04-26,Rare Atom,Just Swing
2025-04-26,ECSTATIC,ECLOT
2025-04-26,9INE,Iberian Soul
2025-04-26,Lycus Empire,MIGHT
2025-04-26,Metizport,CYBERSHOKE
2025-04-26,Getting Info,Aether
2025-04-26,JiJieHao,NomadS
2025-04-26,FUT,ENCE
2025-04-26,Spirit Academy,FUT
2025-04-26,Sashi,Prestige
2025-04-26,OG,ECLOT
2025-04-26,LFO 4,MIGHT
2025-04-26,Partizan,Imperial
2025-04-26,HEROIC,Wildcard
2025-04-26,Getting Info,SUPER EVIL GANG
2025-04-26,Fisher College,regain
2025-04-26,Ninjas in Pyjamas,Vagrants
2025-04-26,Falcons,MOUZ
2025-04-26,HEROIC Academy,WOPA
2025-04-26,B8,BetBoom
2025-04-26,ENCE Academy,HAVU
2025-04-26,Sharks,Anti-Eco Club
2025-04-26,Tricked,Astralis Talent
2025-04-26,9INE,Gentle Mates
2025-04-26,Vitality,The MongolZ
2025-04-26,ALGO,WOPA
2025-04-26,4 EYEZ,CSDIILIT
2025-04-26,Preasy,Kronjyllands
2025-04-26,BLUEJAYS,Chicken Coop
2025-04-26,Arrival Seven,MIGHT
2025-04-26,NAVI Junior,ENCE
2025-04-26,NRG,FlyQuest RED
2025-04-26,Fisher College,ASPYRE
2025-04-26,Metizport,Viperio
2025-04-26,Metizport,Northern Lights
2025-04-26,Ninjas in Pyjamas,LAG
2025-04-27,NRG,Arrival Seven
2025-04-27,NRG,Lycus Empire
2025-04-27,Kaleido,Only One Word
2025-04-27,HEROIC,B8
2025-04-27,Sharks,BLUEJAYS
2025-04-27,HEROIC,BetBoom
2025-04-27,BLUEJAYS,Fisher College
2025-04-27,Vitality,Falcons
2025-04-27,Chinggis Warriors,Just Swing
2025-04-27,ENCE Academy,HAVU
2025-04-27,HEROIC Academy,Preasy
2025-04-27,NinJa,Only One Word
2025-04-27,GameHunters,Supernova Comets
2025-04-27,NomadS,NinJa
2025-04-27,Sharks,Getting Info
2025-04-27,HAVU,4 EYEZ
2025-04-27,ENCE,Zero Tenacity
2025-04-27,Tricked,ALGO
2025-04-27,Chinggis Warriors,Change The Game
2025-04-27,Tricked,HEROIC Academy
2025-04-27,Passion UA,Fire Flux
2025-04-27,Inner Circle,Partizan
2025-04-27,Viperio,Lilmix
2025-04-27,NomadS,Kaleido
2025-04-27,TNL,Partizan
2025-04-27,Viperio,Northern Lights
2025-04-27,9INE,Portuguese Family
2025-04-27,Tricked,Sashi
2025-04-27,Ninjas in Pyjamas,NRG
2025-04-27,BOSS,Fisher College
2025-04-27,NRG,LFO 4
2025-04-27,Sharks,BOSS
2025-04-27,Ninjas in Pyjamas,Sharks
2025-04-27,Ninjas in Pyjamas,GameHunters
2025-04-27,GUN5,PARIVISION
2025-04-27,Kaleido,The Art of War
2025-04-27,GameHunters,Shimmer
2025-04-27,ALGO,Preasy
2025-04-28,ex-SABRE,Gentle Mates
2025-04-28,Monte,FAVBET
2025-04-28,Nexus,Sangal
2025-04-28,Passion UA,The Glecs
2025-04-28,The Glecs,Gentle Mates
2025-04-28,FUT,Sashi
2025-04-28,Inner Circle,Metizport
2025-04-28,Y5,KHAN
2025-04-28,modeame,KHAN
2025-04-28,CYBERSHOKE,Hesta
2025-04-28,TPuDCATb TPu,JANO
2025-04-28,TNL,Metizport
2025-04-28,Partizan,GUN5
2025-04-28,500,Maestro
2025-04-28,ECLOT,MANA
2025-04-28,RUSH B,JANO
2025-04-28,ECSTATIC,GUN5
2025-04-28,SABRE,Iberian Soul
2025-04-28,Nexus,Eternal Fire
2025-04-28,modeame,Marius
2025-04-28,NAVI Junior,Sashi
2025-04-28,ECLOT,Kubix
2025-04-28,Passion UA,ex-SABRE
2025-04-28,Passion UA,Zero Tenacity
2025-04-28,ECLOT,UNiTY
2025-04-28,Passion UA,SABRE
2025-04-28,ex-SABRE,Iberian Soul
2025-04-28,RAGE,Delta
2025-04-29,Moneyball,Getting Info
2025-04-29,Eternal Fire,Fire Flux
2025-04-29,ENCE,RUSH B
2025-04-29,Marsborne,Fisher College
2025-04-29,Chinggis Warriors,Rare Atom
2025-04-29,fnatic,Passion UA
2025-04-29,Gentle Mates,kONO
2025-04-29,Passion UA,9INE
2025-04-29,ECSTATIC,TPuDCATb TPu
2025-04-29,Sashi,Imperial Valkyries
2025-04-29,Nouns,Getting Info
2025-04-29,ECLOT,Delta
2025-04-29,Zero Tenacity,AMKAL
2025-04-29,BLUEJAYS,Getting Info
2025-04-29,Sangal,Fire Flux
2025-04-29,The Huns,NomadS
2025-04-29,FengDa,Just Swing
2025-04-29,Reason,ENCE
2025-04-29,M1,ENCE
2025-04-29,ENCE,TPuDCATb TPu
2025-04-29,Sashi,Portuguese Family
2025-04-29,SABRE,RUBY
2025-04-29,The Glecs,RUBY
2025-04-29,ECLOT,KHAN
2025-04-29,Iberian Soul,kONO
2025-04-29,ex-SABRE,RUBY
2025-04-29,ECLOT,Marius
2025-04-29,ECSTATIC,ECLOT
2025-04-29,ECSTATIC,RUSH B
2025-04-29,ROSY,THE
2025-04-29,-72c,THE
2025-04-30,Marsborne,BLUEJAYS
2025-04-30,Sangal,Portuguese Family
2025-04-30,UNiTY,LA MASIA
